,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
596,Data Scientist II,Amazon.com Services LLC,Culver City,CA,US,en,"Culver City, CA",Amazon.com,"Thu, 09 Jan 2020 07:54:59 GMT","We are looking for a customer-focused, solutions-oriented <b>Data</b> <b>Scientist</b> for our Amazon Studio <b>Data</b> <b>Science</b> team.",http://www.indeed.com/viewjob?jk=4e33c67e61b7bdb0&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandr69hapg801,"indeed_clk(this,'6681');",4e33c67e61b7bdb0,False,False,False,"Culver City, CA",2 days ago,
597,Data Science & Analytics Leader,Netflix,Los Gatos,CA,US,en,"Los Gatos, CA",Netflix,"Thu, 09 Jan 2020 09:56:33 GMT",We are looking for an accomplished <b>data</b> <b>science</b> and analytics leader to join our team. You’ll lead a team of talented <b>data</b> <b>scientists</b> that coordinates…,http://www.indeed.com/viewjob?jk=2e00474ca7e463c1&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandr69hapg801,"indeed_clk(this,'6681');",2e00474ca7e463c1,False,False,False,"Los Gatos, CA",2 days ago,
598,Senior Data Scientist,Intuit,Los Angeles,CA,US,en,"Los Angeles, CA",Intuit,"Thu, 09 Jan 2020 13:12:17 GMT","2+ years <b>data</b> <b>science</b> experience, preferably with fraud and credit risk detection solutions. Research, explore, and enable new quantitative techniques and…",http://www.indeed.com/viewjob?jk=36e525b0ad74f859&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandr69hapg801,"indeed_clk(this,'6681');",36e525b0ad74f859,False,False,False,"Los Angeles, CA 90071",2 days ago,
599,Sr. Data Scientist,WellSky,Overland Park,KS,US,en,"Overland Park, KS",WellSky,"Wed, 08 Jan 2020 22:33:21 GMT","AWS, Azure, Domino <b>Data</b> Lab, Alteryx, <b>Data</b> Robot). Ability to independently navigate the <b>data</b> <b>science</b> process, ranging from identifying a business problem,…",http://www.indeed.com/viewjob?jk=9d4fc4aa736ac25a&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandr69hapg801,"indeed_clk(this,'6681');",9d4fc4aa736ac25a,False,False,False,"Overland Park, KS",2 days ago,
600,"Sr Data Scientist, Zoro",Zoro Tools,Buffalo Grove,IL,US,en,"Buffalo Grove, IL",W.W. Grainger,"Wed, 08 Jan 2020 20:32:58 GMT",Lead <b>data</b> <b>science</b> projects from beginning to end: Experience leading <b>data</b> <b>science</b> projects that have a direct impact on company objectives.,http://www.indeed.com/viewjob?jk=a17e08503f2fc39c&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",a17e08503f2fc39c,False,False,False,"Buffalo Grove, IL 60089",2 days ago,
601,Senior Data Scientist,University of North Carolina at Chapel Hill,Chapel Hill,NC,US,en,"Chapel Hill, NC",University of North Carolina at Chapel Hill,"Wed, 08 Jan 2020 19:54:17 GMT","Working Title Senior <b>Data</b> <b>Scientist</b>. The Senior <b>Data</b> <b>Scientist</b> will provide leadership and guidance to the CC in areas such as informatics, cloud-based…",http://www.indeed.com/viewjob?jk=e00ca0385d7bb065&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",e00ca0385d7bb065,False,False,False,"Chapel Hill, NC 27599",2 days ago,
602,THE 2020 LAUNCH PROGRAM: DATA & ANALYTICS ASSOCIATE,Choose Energy,Charlotte,NC,US,en,"Charlotte, NC",Choose Energy,"Thu, 09 Jan 2020 05:21:23 GMT","Collect and mine <b>data</b> from disparate <b>data</b> sources, digging deeper to understand the process behind the <b>data</b>. Translate business opportunities into <b>data</b> science…",http://www.indeed.com/viewjob?jk=fe89be275146d661&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",fe89be275146d661,False,False,False,"Charlotte, NC",2 days ago,
603,Sophomore Intern - Autonomy Data Scientist,Jacobs,Severn,MD,US,en,"Severn, MD",Jacobs,"Wed, 08 Jan 2020 20:01:25 GMT",System Engineering - Modelling and Simulation Electrical Engineering - Signal Processing - RF Design - Analog Circuits - Hardware Design Computer Engineering -…,http://www.indeed.com/viewjob?jk=19aa5e56fb8b3735&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",19aa5e56fb8b3735,False,False,False,"Severn, MD",2 days ago,
604,"Data Scientist, Data Sciences & Risk Management (1 of 2)",Johnson & Johnson Family of Companies,New Brunswick,NJ,US,en,"New Brunswick, NJ",Johnson & Johnson Family of Companies,"Thu, 09 Jan 2020 14:07:05 GMT","Manager, <b>Data</b> <b>Science</b> & Risk Management. Johnson & Johnson, Health Care Compliance & Privacy (HCCP) is currently recruiting for a <b>Data</b> <b>Scientist</b>, to join the…",http://www.indeed.com/viewjob?jk=9001f1ad663da32e&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",9001f1ad663da32e,False,False,False,"New Brunswick, NJ",2 days ago,
605,Data Specialist,Council on Dairy Cattle Breeding,Bowie,MD,US,en,"Bowie, MD",Indeed,"Thu, 09 Jan 2020 16:30:22 GMT","<b>Data</b> <b>science</b>, animal <b>science</b> or related fields degree or 1 year of professional experience in those fields is desirable. The position does not require travel.",http://www.indeed.com/viewjob?jk=c43fb89280a8404c&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",c43fb89280a8404c,False,False,True,"Bowie, MD",2 days ago,
606,Data Scientist - Internship Program,84.51° University Programs,Chicago,IL,US,en,"Chicago, IL",84.51° University Programs,"Wed, 08 Jan 2020 16:37:12 GMT","As a <b>Data</b> <b>Science</b> Intern, you will be tasked with key business questions from one of our <b>data</b> <b>science</b> teams. Working towards a bachelor's degree or higher from…",http://www.indeed.com/viewjob?jk=09cafa4d8023cfbf&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",09cafa4d8023cfbf,False,False,False,"Chicago, IL",2 days ago,
607,Data Analyst,Success TMS,West Palm Beach,FL,US,en,"West Palm Beach, FL",Indeed,"Wed, 08 Jan 2020 19:40:39 GMT","Organize and analyze multiple <b>data</b> sources. Assist <b>Data</b> Management functions within the team. College major in mathematics, the <b>sciences</b>, and/or business…",http://www.indeed.com/viewjob?jk=24c0661d14987d48&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",24c0661d14987d48,False,False,True,"West Palm Beach, FL 33401",2 days ago,
608,Staff Data Scientist - Business Analytics,Intuit,Mountain View,CA,US,en,"Mountain View, CA",Intuit,"Thu, 09 Jan 2020 13:12:13 GMT","Solve marketing and product analytics problems by doing work such as developing <b>data</b> structures, pipelines, and <b>data</b> visualizations that enable us to find…",http://www.indeed.com/viewjob?jk=8a62db289bdec414&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",8a62db289bdec414,False,False,False,"Mountain View, CA 94041",2 days ago,
609,Data Manager,SAC Health System,San Bernardino,CA,US,en,"San Bernardino, CA",SAC Health System,"Wed, 08 Jan 2020 22:30:15 GMT",The <b>Data</b> Manager leads a team of analysts and is responsible for leading the strategic plan for SACHS <b>data</b> collection and reporting.,http://www.indeed.com/viewjob?jk=13b9367bd428afb7&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",13b9367bd428afb7,False,False,False,"San Bernardino, CA 92410",2 days ago,
610,Data Manager,University of North Carolina at Chapel Hill,Chapel Hill,NC,US,en,"Chapel Hill, NC",University of North Carolina at Chapel Hill,"Thu, 09 Jan 2020 01:54:14 GMT","Bachelor of <b>Science</b> in mathematics or related field. <b>Data</b> management/documentation, and writing validation code in SAS to QC proprietary questionnaire software…",http://www.indeed.com/viewjob?jk=72c1f9979bad5078&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",72c1f9979bad5078,False,False,False,"Chapel Hill, NC 27599",2 days ago,
611,Statistician / Sr. Data Scientist,AE Business Solutions,Madison,WI,US,en,"Madison, WI",AE Business Solutions,"Thu, 09 Jan 2020 06:03:01 GMT","Highly experienced expert in big <b>data</b> who can analyze <b>data</b> for actionable insights by: Explores <b>data</b> using a variety of advanced statistical (e.g., <b>data</b> mining)…",http://www.indeed.com/viewjob?jk=f68c6c604c20050c&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",f68c6c604c20050c,False,False,True,"Madison, WI 53718",2 days ago,
612,"VP, Data Science",Blackfynn,Philadelphia,PA,US,en,"Philadelphia, PA",Blackfynn,"Wed, 08 Jan 2020 21:24:27 GMT",Build a <b>data</b> <b>science</b> culture and establish <b>data</b> <b>science</b> best practices. Shape requirements for cloud-based <b>data</b> <b>science</b> infrastructure in partnership with data…,http://www.indeed.com/viewjob?jk=b62547d094310287&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",b62547d094310287,False,False,True,"Philadelphia, PA 19107",2 days ago,
613,Data Analyst,"iHeartMedia, Inc.",Nashville,TN,US,en,"Nashville, TN","iHeartMedia, Inc.","Thu, 09 Jan 2020 01:43:19 GMT","Ability to analyze raw <b>data</b> and extract actionable insights. Degree/Advanced Degree in Mathematics, Economics, Computer <b>Science</b>, Information Management or…",http://www.indeed.com/viewjob?jk=cf9d52d5eec91a79&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",cf9d52d5eec91a79,False,False,False,"Nashville, TN 37203",2 days ago,
614,Data Analyst,iHeartRadio,Nashville,TN,US,en,"Nashville, TN",iHeartRadio,"Thu, 09 Jan 2020 16:35:44 GMT","Ability to analyze raw <b>data</b> and extract actionable insights. Degree/Advanced Degree in Mathematics, Economics, Computer <b>Science</b>, Information Management or…",http://www.indeed.com/viewjob?jk=921c46092f7a9a5c&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",921c46092f7a9a5c,False,False,True,"Nashville, TN",2 days ago,
615,Sr. Data Scientist – New Glenn,Blue Origin,Kent,WA,US,en,"Kent, WA",Blue Origin,"Wed, 08 Jan 2020 17:31:24 GMT","You will be responsible for applying your expertise in quantitative analysis, <b>data</b> mining, and <b>data</b> presentation to define KPIs and support dataset creation.",http://www.indeed.com/viewjob?jk=94d54d4a32156b95&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",94d54d4a32156b95,False,False,False,"Kent, WA 98032",2 days ago,
616,Data Analyst,Dixon Resources Unlimited,San Diego,CA,US,en,"San Diego, CA",Indeed,"Thu, 09 Jan 2020 00:18:23 GMT","The <b>Data</b> Analyst is responsible for reviewing raw <b>data</b> outputs, processing <b>data</b>, developing reports, and extracting actionable intelligence.",http://www.indeed.com/viewjob?jk=6017ea0ac8a6fd41&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",6017ea0ac8a6fd41,False,False,True,"San Diego, CA",2 days ago,
617,Senior Data Scientist,Nexwave INC,Philadelphia,PA,US,en,"Philadelphia, PA",Indeed,"Wed, 08 Jan 2020 23:34:05 GMT",Professional experience as a <b>Data</b> <b>Scientist</b>. To manipulate <b>data</b> and draw insights from large <b>data</b> sets. Develop custom <b>data</b> models and algorithms to apply to…,http://www.indeed.com/viewjob?jk=acc16cb3000c483a&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",acc16cb3000c483a,False,False,True,"Philadelphia, PA",2 days ago,
618,Data Science Intern,INTUITIVE SURGICAL,Norcross,GA,US,en,"Norcross, GA",Intuitive Surgical,"Thu, 09 Jan 2020 11:22:41 GMT",Experience with <b>data</b> <b>science</b> tools such as scikit-learn and <b>data</b> visualization packages. Gain experience applying algorithms to real-world <b>data</b>.,http://www.indeed.com/viewjob?jk=c09bc01d93d72977&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",c09bc01d93d72977,False,False,False,"Norcross, GA 30091",2 days ago,
619,Senior Principal Data Scientist. EG,Verisk,Buffalo Grove,IL,US,en,"Buffalo Grove, IL",Verisk,"Thu, 09 Jan 2020 04:13:07 GMT",Leads a team of diverse team of <b>data</b> <b>scientists</b>. Lead cross-functional projects using advanced <b>data</b> analysis techniques. Knowledge transfer to team members.,http://www.indeed.com/viewjob?jk=21402a81bcb07ed4&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",21402a81bcb07ed4,False,False,True,"Buffalo Grove, IL",2 days ago,
620,Data Architect,Guilford County Government,Greensboro,NC,US,en,"Greensboro, NC",Guilford County Government,"Wed, 08 Jan 2020 22:42:09 GMT","The <b>Data</b> Architect will be a central resource for enterprise <b>data</b> and metadata management. Ability to build processes supporting <b>data</b> transformation, data…",http://www.indeed.com/viewjob?jk=1b6efebd184f4dac&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",1b6efebd184f4dac,False,False,False,"Greensboro, NC 27401",2 days ago,
621,Data Analyst and Content Author,Apex Tool Group,Huntersville,NC,US,en,"Huntersville, NC",Indeed,"Thu, 09 Jan 2020 13:15:55 GMT",Transform <b>data</b> into actionable insights. In-depth experience with <b>data</b> visualization programs; The selected candidate will employ analytical skills to drive…,http://www.indeed.com/viewjob?jk=ecec23a4602ab218&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",ecec23a4602ab218,False,False,False,"Huntersville, NC 28078",2 days ago,
622,Data Scientist (Secret Clearance),Logistics Management Institute,Scott AFB,IL,US,en,"Scott AFB, IL",Logistics Management Institute,"Thu, 09 Jan 2020 00:55:27 GMT",5 years’ experience in an enterprise <b>data</b> <b>science</b> or statistical <b>data</b> analytics role. The qualified applicant will assist the USTRANSCOM Senior <b>Data</b> Scientist…,http://www.indeed.com/viewjob?jk=80104e658d148b50&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",80104e658d148b50,False,False,False,"Scott AFB, IL 62225",2 days ago,
623,SENIOR DATA SCIENTIST,Choose Energy,Charlotte,NC,US,en,"Charlotte, NC",Choose Energy,"Thu, 09 Jan 2020 05:21:21 GMT",Mentor and/or manage junior <b>data</b> <b>science</b> team members and serves as a subject matter of expertise in <b>data</b> <b>science</b> internally and externally.,http://www.indeed.com/viewjob?jk=a1a8a40479276591&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",a1a8a40479276591,False,False,False,"Charlotte, NC",2 days ago,
624,Sr. Data Scientist II -Freight Marketplace,Uber,San Francisco,CA,US,en,"San Francisco, CA",Uber,"Thu, 09 Jan 2020 02:11:13 GMT","Your role, as <b>Data</b> <b>Science</b> Lead - Pricing will be to lead a team of <b>data</b> <b>scientists</b> to build systems and models to identify and deliver both incremental and…",http://www.indeed.com/viewjob?jk=09fef6db6c1236c4&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBYjbttE5LecT2bawQhqRj7k&indpubnum=3622741264518966&atk=1duandrbphapf801,"indeed_clk(this,'6857');",09fef6db6c1236c4,False,False,False,"San Francisco, CA 94105",2 days ago,
625,"Director, Recommendation Data Science",Nike,Portland,OR,US,en,"Portland, OR",Nike,"Thu, 09 Jan 2020 08:09:14 GMT",Hiring and mentoring talented <b>data</b> <b>scientists</b>. Experience hiring and mentoring exceptional <b>data</b> <b>scientists</b>. Partnering with other personalization <b>science</b> teams…,http://www.indeed.com/viewjob?jk=c9953ca9fdf5ce82&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBUWo-UryQlBLbJUsxQCWfNQ&indpubnum=3622741264518966&atk=1duandrhjhapf800,"indeed_clk(this,'7040');",c9953ca9fdf5ce82,False,False,False,"Portland, OR",2 days ago,
626,"Data Science Intern, Summer 2020",Samsung Electronics,Plano,TX,US,en,"Plano, TX",Samsung,"Wed, 08 Jan 2020 19:37:31 GMT",<b>Data</b> <b>Scientists</b> are responsible for managing the successful design and production of major <b>data</b> initiatives across all customer-facing channels.,http://www.indeed.com/viewjob?jk=13303d4df42cc372&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBUWo-UryQlBLbJUsxQCWfNQ&indpubnum=3622741264518966&atk=1duandrhjhapf800,"indeed_clk(this,'7040');",13303d4df42cc372,False,False,False,"Plano, TX 75023",2 days ago,
627,"Data Science Analyst, Computational Biology - Genetics Research",Mount Sinai,New York,NY,US,en,"New York, NY",Mount Sinai Health System,"Wed, 08 Jan 2020 22:37:04 GMT","[BASED ON JOB DESCRIPTION, THE NECESSARY JOB REQUIREMENTS/PREFERENCES—DEGREES, LICENSES, CERTIFICATIONS, ETC.].",http://www.indeed.com/viewjob?jk=9a2e9889469784b6&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBUWo-UryQlBLbJUsxQCWfNQ&indpubnum=3622741264518966&atk=1duandrhjhapf800,"indeed_clk(this,'7040');",9a2e9889469784b6,False,False,False,"New York, NY",2 days ago,
628,Data Analyst,"Krasdale Foods, Inc.",White Plains,NY,US,en,"White Plains, NY",Indeed,"Thu, 09 Jan 2020 15:40:45 GMT","Business Analytics, <b>Data</b> <b>Science</b>, Accounting, Mathematics, Statistics or other related fields. We are seeking a <b>Data</b> Analyst who is passionate about using data…",http://www.indeed.com/viewjob?jk=fef9a0ff73282699&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBUWo-UryQlBLbJUsxQCWfNQ&indpubnum=3622741264518966&atk=1duandrhjhapf800,"indeed_clk(this,'7040');",fef9a0ff73282699,False,False,True,"White Plains, NY 10604",2 days ago,
